Index        TIME          {V(2)+1.0}    {I(VPULSE) + 3.0E-3}
464     2.28943436e-09   6.50000000e+00   2.71538812e-03   
465     2.29053672e-09   6.50000000e+00   2.70973291e-03   
466     2.29163907e-09   6.50000000e+00   2.70360917e-03   
467     2.29274142e-09   6.50000000e+00   2.69704050e-03   
468     2.29320500e-09   6.50000000e+00   2.69710402e-03   
469     2.29375512e-09   6.50000000e+00   2.69723351e-03   
470     2.29425023e-09   6.50000000e+00   2.69732812e-03   
471     2.29524045e-09   6.50000000e+00   2.69767383e-03   
472     2.29623067e-09   6.50000000e+00   2.69782472e-03   
473     2.29821111e-09   6.50000000e+00   2.69840864e-03   
474     2.30019154e-09   6.50000000e+00   2.69867394e-03   
475     2.30217198e-09   6.50000000e+00   2.69896401e-03   
476     2.30379090e-09   6.50000000e+00   2.69910721e-03   
477     2.30540981e-09   6.50000000e+00   2.69919671e-03   
478     2.30685041e-09   6.50000000e+00   2.69899829e-03   
479     2.30814695e-09   6.50000000e+00   2.69876807e-03   
480     2.30944348e-09   6.50000000e+00   2.69859678e-03   
481     2.31203656e-09   6.50000000e+00   2.69892825e-03   
482     2.31384340e-09   6.50000000e+00   2.69852109e-03   
483     2.31565023e-09   6.50000000e+00   2.69839944e-03   
484     2.31745707e-09   6.50000000e+00   2.69835470e-03   
485     2.31969857e-09   6.50000000e+00   2.69855428e-03   
486     2.32194008e-09   6.50000000e+00   2.69866654e-03   
487     2.32418158e-09   6.50000000e+00   2.69882930e-03   
488     2.32655420e-09   6.50000000e+00   2.69912404e-03   
489     2.32892682e-09   6.50000000e+00   2.69944774e-03   
490     2.33129943e-09   6.50000000e+00   2.69984054e-03   
491     2.33375843e-09   6.50000000e+00   2.70035644e-03   
492     2.33621743e-09   6.50000000e+00   2.70092116e-03   
493     2.33867643e-09   6.50000000e+00   2.70155888e-03   
494     2.34120033e-09   6.50000000e+00   2.70231356e-03   
495     2.34372422e-09   6.50000000e+00   2.70312536e-03   
496     2.34624811e-09   6.50000000e+00   2.70401077e-03   
497     2.34882914e-09   6.50000000e+00   2.70501147e-03   
498     2.35141017e-09   6.50000000e+00   2.70607145e-03   
499     2.35399120e-09   6.50000000e+00   2.70720389e-03   
500     2.35662547e-09   6.50000000e+00   2.70845047e-03   
501     2.35925974e-09   6.50000000e+00   2.70975613e-03   
502     2.36189401e-09   6.50000000e+00   2.71113200e-03   
503     2.36457819e-09   6.50000000e+00   2.71262871e-03   
504     2.36726238e-09   6.50000000e+00   2.71416563e-03   
505     2.36994656e-09   6.50000000e+00   2.71578640e-03   
506     2.37266072e-09   6.50000000e+00   2.71749244e-03   
507     2.37537487e-09   6.50000000e+00   2.71925632e-03   
508     2.37808903e-09   6.50000000e+00   2.72220507e-03   
509     2.38080318e-09   6.50000000e+00   2.72721800e-03   
510     2.38292871e-09   6.50000000e+00   2.73066010e-03   
511     2.38470056e-09   6.50000000e+00   2.73383118e-03   
512     2.38647241e-09   6.50000000e+00   2.73689108e-03   
513     2.38824426e-09   6.50000000e+00   2.73989167e-03   
514     2.39178796e-09   6.50000000e+00   2.74619505e-03   
515     2.39415692e-09   6.50000000e+00   2.74946741e-03   
516     2.39628898e-09   6.50000000e+00   2.75283177e-03   
517     2.39842104e-09   6.50000000e+00   2.75613044e-03   
518     2.40055310e-09   6.50000000e+00   2.75936677e-03   
519     2.40481722e-09   6.50000000e+00   2.76611966e-03   
520     2.40732459e-09   6.50000000e+00   2.76923995e-03   
521     2.40983195e-09   6.50000000e+00   2.77272196e-03   
522     2.41208857e-09   6.50000000e+00   2.77586576e-03   
523     2.41434520e-09   6.50000000e+00   2.77891984e-03   
524     2.41637616e-09   6.50000000e+00   2.78165520e-03   
525     2.41840713e-09   6.50000000e+00   2.78431650e-03   
526     2.42043809e-09   6.50000000e+00   2.78692886e-03   
527     2.42450002e-09   6.50000000e+00   2.79235722e-03   
528     2.42718190e-09   6.50000000e+00   2.79524609e-03   
529     2.42986378e-09   6.50000000e+00   2.79843255e-03   
530     2.43254566e-09   6.50000000e+00   2.80158059e-03   
531     2.43522754e-09   6.50000000e+00   2.80500702e-03   
532     2.43790942e-09   6.50000000e+00   2.80772368e-03   
533     2.44007655e-09   6.50000000e+00   2.81016438e-03   
534     2.44224367e-09   6.50000000e+00   2.81253406e-03   
535     2.44441080e-09   6.50000000e+00   2.81486114e-03   
536     2.44874505e-09   6.50000000e+00   2.81966303e-03   
537     2.45157305e-09   6.50000000e+00   2.82225216e-03   
538     2.45440104e-09   6.50000000e+00   2.82506618e-03   
539     2.45722903e-09   6.50000000e+00   2.82784668e-03   
540     2.46005703e-09   6.50000000e+00   2.83082997e-03   
541     2.46288502e-09   6.50000000e+00   2.83326167e-03   
542     2.46514301e-09   6.50000000e+00   2.83539242e-03   
543     2.46740101e-09   6.50000000e+00   2.83746171e-03   
544     2.46965901e-09   6.50000000e+00   2.83949550e-03   
545     2.47417500e-09   6.50000000e+00   2.84366745e-03   
546     2.47712531e-09   6.50000000e+00   2.84597066e-03   
547     2.47978059e-09   6.50000000e+00   2.84821713e-03   
548     2.48243587e-09   6.50000000e+00   2.85041945e-03   
549     2.48509115e-09   6.50000000e+00   2.85258112e-03   
550     2.49040171e-09   6.50000000e+00   2.85699085e-03   
551     2.49345161e-09   6.50000000e+00   2.85914631e-03   
552     2.49650151e-09   6.50000000e+00   2.86144544e-03   
553     2.49955141e-09   6.50000000e+00   2.86371293e-03   
554     2.50260131e-09   6.50000000e+00   2.86601349e-03   
555     2.50565121e-09   6.50000000e+00   2.86781471e-03   
556     2.50804255e-09   6.50000000e+00   2.86920179e-03   
557     2.51043389e-09   6.50000000e+00   2.87057155e-03   
558     2.51282524e-09   6.50000000e+00   2.87193400e-03   
559     2.51760793e-09   6.50000000e+00   2.87462444e-03   
560     2.52093253e-09   6.50000000e+00   2.87648958e-03   
561     2.52392468e-09   6.50000000e+00   2.87814908e-03   
562     2.52691682e-09   6.50000000e+00   2.87978458e-03   
563     2.52990897e-09   6.50000000e+00   2.88140525e-03   
564     2.53589325e-09   6.50000000e+00   2.88459842e-03   
565     2.53928108e-09   6.50000000e+00   2.88638904e-03   
566     2.54266892e-09   6.50000000e+00   2.88815980e-03   
567     2.54605675e-09   6.50000000e+00   2.88990232e-03   
568     2.54910579e-09   6.50000000e+00   2.89145262e-03   
569     2.55215484e-09   6.50000000e+00   2.89298625e-03   
570     2.55520389e-09   6.50000000e+00   2.89450503e-03   
571     2.56130198e-09   6.50000000e+00   2.89749860e-03   
572     2.56489299e-09   6.50000000e+00   2.89922957e-03   
573     2.56848400e-09   6.50000000e+00   2.90094313e-03   
574     2.57207501e-09   6.50000000e+00   2.90262690e-03   
575     2.57925703e-09   6.50000000e+00   2.90593538e-03   
576     2.58284022e-09   6.50000000e+00   2.90754746e-03   
577     2.58642340e-09   6.50000000e+00   2.90914443e-03   
578     2.59000658e-09   6.50000000e+00   2.91071292e-03   
579     2.59717294e-09   6.50000000e+00   2.91379446e-03   
580     2.60073990e-09   6.50000000e+00   2.91528853e-03   
581     2.60430686e-09   6.50000000e+00   2.91676747e-03   
582     2.60787382e-09   6.50000000e+00   2.91822016e-03   
583     2.61500775e-09   6.50000000e+00   2.92107396e-03   
584     2.61856069e-09   6.50000000e+00   2.92245498e-03   
585     2.62211363e-09   6.50000000e+00   2.92382219e-03   
586     2.62566657e-09   6.50000000e+00   2.92516476e-03   
587     2.63277245e-09   6.50000000e+00   2.92780176e-03   
588     2.63631368e-09   6.50000000e+00   2.92907612e-03   
589     2.63985491e-09   6.50000000e+00   2.93033766e-03   
590     2.64339614e-09   6.50000000e+00   2.93157620e-03   
591     2.65047861e-09   6.50000000e+00   2.93400835e-03   
592     2.65401045e-09   6.50000000e+00   2.93518260e-03   
593     2.65754229e-09   6.50000000e+00   2.93634482e-03   
594     2.66107413e-09   6.50000000e+00   2.93748563e-03   
595     2.66813781e-09   6.50000000e+00   2.93972537e-03   
596     2.67166247e-09   6.50000000e+00   2.94080604e-03   
597     2.67518712e-09   6.50000000e+00   2.94187532e-03   
598     2.67871178e-09   6.50000000e+00   2.94292473e-03   
599     2.68576109e-09   6.50000000e+00   2.94498455e-03   
600     2.68928066e-09   6.50000000e+00   2.94601994e-03   
601     2.69280023e-09   6.50000000e+00   2.94726645e-03   
602     2.69596784e-09   6.50000000e+00   2.94856176e-03   
603     2.69881869e-09   6.50000000e+00   2.94972226e-03   
604     2.70166954e-09   6.50000000e+00   2.95084273e-03   
605     2.70452039e-09   6.50000000e+00   2.95193875e-03   
606     2.71022209e-09   6.50000000e+00   2.95424119e-03   
607     2.71535362e-09   6.50000000e+00   2.95610629e-03   
608     2.72048515e-09   6.50000000e+00   2.95788397e-03   
609     2.73074821e-09   6.50000000e+00   2.96127211e-03   
610     2.73998496e-09   6.50000000e+00   2.96410707e-03   
611     2.74922171e-09   6.50000000e+00   2.96676781e-03   
612     2.75845847e-09   6.50000000e+00   2.96926409e-03   
613     2.76769522e-09   6.50000000e+00   2.97160639e-03   
614     2.77385306e-09   6.50000000e+00   2.97308395e-03   
615     2.78001089e-09   6.50000000e+00   2.97449542e-03   
616     2.78616873e-09   6.50000000e+00   2.97584174e-03   
617     2.79171078e-09   6.50000000e+00   2.97701438e-03   
618     2.79725283e-09   6.50000000e+00   2.97814955e-03   
619     2.80279488e-09   6.50000000e+00   2.97925159e-03   
620     2.80833694e-09   6.50000000e+00   2.98030484e-03   
621     2.81387899e-09   6.50000000e+00   2.98131684e-03   
622     2.81942104e-09   6.50000000e+00   2.98228783e-03   
623     2.82496309e-09   6.50000000e+00   2.98322612e-03   
624     2.83050515e-09   6.50000000e+00   2.98413081e-03   
625     2.83604720e-09   6.50000000e+00   2.98500388e-03   
626     2.84158925e-09   6.50000000e+00   2.98584388e-03   
627     2.84713130e-09   6.50000000e+00   2.98665329e-03   
628     2.85267335e-09   6.50000000e+00   2.98743333e-03   
629     2.85821541e-09   6.50000000e+00   2.98818495e-03   
630     2.86375746e-09   6.50000000e+00   2.98890944e-03   
631     2.86929951e-09   6.50000000e+00   2.98960798e-03   
632     2.87345605e-09   6.50000000e+00   2.99011554e-03   
633     2.87761259e-09   6.50000000e+00   2.99060963e-03   
634     2.88176913e-09   6.50000000e+00   2.99109075e-03   
635     2.88592567e-09   6.50000000e+00   2.99155939e-03   
636     2.89008221e-09   6.50000000e+00   2.99201516e-03   
637     2.89423875e-09   6.50000000e+00   2.99245868e-03   
638     2.89839529e-09   6.50000000e+00   2.99289014e-03   
639     2.90255182e-09   6.50000000e+00   2.99330975e-03   
640     2.90670836e-09   6.50000000e+00   2.99371889e-03   
641     2.91086490e-09   6.50000000e+00   2.99411752e-03   
642     2.91502144e-09   6.50000000e+00   2.99450609e-03   
643     2.91917798e-09   6.50000000e+00   2.99488507e-03   
644     2.92749106e-09   6.50000000e+00   2.99561411e-03   
645     2.93580414e-09   6.50000000e+00   2.99630731e-03   
646     2.94411722e-09   6.50000000e+00   2.99696681e-03   
647     2.95243029e-09   6.50000000e+00   2.99759446e-03   
648     2.95886758e-09   6.50000000e+00   2.99806572e-03   
649     2.96530487e-09   6.50000000e+00   2.99852449e-03   
650     2.97174216e-09   6.50000000e+00   2.99897306e-03   
651     2.97817944e-09   6.50000000e+00   2.99941389e-03   
652     2.98461673e-09   6.50000000e+00   2.99983883e-03   
653     2.99105402e-09   6.50000000e+00   3.00025230e-03   
654     2.99749131e-09   6.50000000e+00   3.00065414e-03   
655     3.00392859e-09   6.50000000e+00   3.00104390e-03   
656     3.01165334e-09   6.50000000e+00   3.00151809e-03   
657     3.01937808e-09   6.50000000e+00   3.00199257e-03   
658     3.02710283e-09   6.50000000e+00   3.00247131e-03   
659     3.03293097e-09   6.50000000e+00   3.00280985e-03   
660     3.03875911e-09   6.50000000e+00   3.00313644e-03   
661     3.04458725e-09   6.50000000e+00   3.00344923e-03   
662     3.04545483e-09   6.50000000e+00   3.00346811e-03   
663     3.04718997e-09   6.50000000e+00   3.00349625e-03   
664     3.04848378e-09   6.50000000e+00   3.00353312e-03   
665     3.05107142e-09   6.50000000e+00   3.00358252e-03   
666     3.05365906e-09   6.50000000e+00   3.00364683e-03   
667     3.05883434e-09   6.50000000e+00   3.00372132e-03   
668     3.06349209e-09   6.50000000e+00   3.00383067e-03   
669     3.06814984e-09   6.50000000e+00   3.00392705e-03   
670     3.07280759e-09   6.50000000e+00   3.00401257e-03   
671     3.08212309e-09   6.50000000e+00   3.00425020e-03   
672     3.08752068e-09   6.50000000e+00   3.00421677e-03   
673     3.09291826e-09   6.50000000e+00   3.00425547e-03   
674     3.09831585e-09   6.50000000e+00   3.00429495e-03   
675     3.10911101e-09   6.50000000e+00   3.00445032e-03   
676     3.11459034e-09   6.50000000e+00   3.00436699e-03   
677     3.12006966e-09   6.50000000e+00   3.00435384e-03   
678     3.12554898e-09   6.50000000e+00   3.00434378e-03   
679     3.13650762e-09   6.50000000e+00   3.00440310e-03   
680     3.14181576e-09   6.50000000e+00   3.00428830e-03   
681     3.14712390e-09   6.50000000e+00   3.00423892e-03   
682     3.15190123e-09   6.50000000e+00   3.00420924e-03   
683     3.15667856e-09   6.50000000e+00   3.00416985e-03   
684     3.16145589e-09   6.50000000e+00   3.00412624e-03   
685     3.17101054e-09   6.50000000e+00   3.00411629e-03   
686     3.17570378e-09   6.50000000e+00   3.00399757e-03   
687     3.18039703e-09   6.50000000e+00   3.00393619e-03   
688     3.18462095e-09   6.50000000e+00   3.00389944e-03   
689     3.18884487e-09   6.50000000e+00   3.00385902e-03   
690     3.19306879e-09   6.50000000e+00   3.00381952e-03   
691     3.19689946e-09   6.50000000e+00   3.00379324e-03   
692     3.20073014e-09   6.50000000e+00   3.00376460e-03   
693     3.20456081e-09   6.50000000e+00   3.00373876e-03   
694     3.20796800e-09   6.50000000e+00   3.00372819e-03   
695     3.21137519e-09   6.50000000e+00   3.00371633e-03   
696     3.21478238e-09   6.50000000e+00   3.00370869e-03   
697     3.21776906e-09   6.50000000e+00   3.00371654e-03   
698     3.22075575e-09   6.50000000e+00   3.00372420e-03   
699     3.22374244e-09   6.50000000e+00   3.00373718e-03   
700     3.22633373e-09   6.50000000e+00   3.00376445e-03   
701     3.22892501e-09   6.50000000e+00   3.00379258e-03   
702     3.23151630e-09   6.50000000e+00   3.00382680e-03   
703     3.23375112e-09   6.50000000e+00   3.00387315e-03   
704     3.23598595e-09   6.50000000e+00   3.00392134e-03   
705     3.24045560e-09   6.50000000e+00   3.00395582e-03   
706     3.24098603e-09   6.50000000e+00   3.00402169e-03   
707     3.24141722e-09   6.50000000e+00   3.00407514e-03   
708     3.24184841e-09   6.50000000e+00   3.00412018e-03   
709     3.24227960e-09   6.50000000e+00   3.00415697e-03   
710     3.24314199e-09   6.50000000e+00   3.00420116e-03   
711     3.24400438e-09   6.50000000e+00   3.00423956e-03   
712     3.24572915e-09   6.50000000e+00   3.00428668e-03   
713     3.24728144e-09   6.50000000e+00   3.00435662e-03   
714     3.24883374e-09   6.50000000e+00   3.00443936e-03   
715     3.25038603e-09   6.50000000e+00   3.00453265e-03   
716     3.25174077e-09   6.50000000e+00   3.00463068e-03   
717     3.25309551e-09   6.50000000e+00   3.00473385e-03   
718     3.25472250e-09   6.50000000e+00   3.00485426e-03   
719     3.25634949e-09   6.50000000e+00   3.00499572e-03   
720     3.25797648e-09   6.50000000e+00   3.00515750e-03   
721     3.25909726e-09   6.50000000e+00   3.00530662e-03   
722     3.26021804e-09   6.50000000e+00   3.00545596e-03   
723     3.26133883e-09   6.50000000e+00   3.00560954e-03   
724     3.26267413e-09   6.50000000e+00   3.00579050e-03   
725     3.26534474e-09   6.50000000e+00   3.00609989e-03   
726     3.26558247e-09   6.50000000e+00   3.00618302e-03   
727     3.26571587e-09   6.50000000e+00   3.00623701e-03   
728     3.26584926e-09   6.50000000e+00   3.00629263e-03   
729     3.26598265e-09   6.50000000e+00   3.00634725e-03   
730     3.26611604e-09   6.50000000e+00   3.00639978e-03   
731     3.26638283e-09   6.50000000e+00   3.00650144e-03   
732     3.26664961e-09   6.50000000e+00   3.00658483e-03   
733     3.26691640e-09   6.50000000e+00   3.00666049e-03   
734     3.26718318e-09   6.50000000e+00   3.00673183e-03   
735     3.26771675e-09   6.50000000e+00   3.00685232e-03   
736     3.26819696e-09   6.50000000e+00   3.00696473e-03   
737     3.26867717e-09   6.50000000e+00   3.00708198e-03   
738     3.26963760e-09   6.50000000e+00   3.00728828e-03   
739     3.27029196e-09   6.50000000e+00   3.00747403e-03   
740     3.27083521e-09   6.50000000e+00   3.00764662e-03   
741     3.27116391e-09   6.50000000e+00   3.00775884e-03   
742     3.27139038e-09   6.50000000e+00   3.00782915e-03   
743     3.27161684e-09   6.50000000e+00   3.00788355e-03   
744     3.27184331e-09   6.50000000e+00   3.00792211e-03   
745     3.27206978e-09   6.50000000e+00   3.00794731e-03   
746     3.27252272e-09   6.50000000e+00   3.00797521e-03   
747     3.27297565e-09   6.50000000e+00   3.00796502e-03   
748     3.27342859e-09   6.50000000e+00   3.00794414e-03   
